#---------------,--------------------,--------------------,-------,---------,-----------
#  NAME         ,  RAJ               ,  DECJ              ,  DIST ,  AGE    ,  EDOT
#               ,  (hms)             ,  (dms)             ,  (kpc),  (Yr)   ,  (ergs/s)
#---------------,--------------------,--------------------,-------,---------,-----------
  J0627+0649    , 06:27:53.6286      , +06:49:54.13       , 1.794 , 3.23e+06, 1.6e+33
  J0627+0706    , 06:27:44.172       , +07:06:33.0        , 2.289 , 2.53e+05, 1.1e+34
  J0627+16      , 06:27:13           , +16:12             , 1.932 , *       , *
  J0628+0909    , 06:28:36.183       , +09:09:13.9        , 1.771 , 3.59e+07, 1.1e+31
  B0626+24      , 06:29:05.7273      , +24:15:41.546      , 3.125 , 3.78e+06, 7.3e+32

  J0630-0046    , 06:30:26.956       , -00:46:05.85       , 2.109 , 2.88e+06, 4.7e+32
  J0630+19      , 06:30:04           , +19:37             , 0.982 , *       , *
  B0628-28      , 06:30:49.404393    , -28:34:42.77881    , 0.320 , 2.77e+06, 1.5e+32
  J0631+0646    , 06:31:52.38        , +06:46:14.2        , 4.583 , 4.86e+05, 1.0e+35
  J0631+1036    , 06:31:27.524       , +10:37:02.5        , 2.105 , 4.36e+04, 1.7e+35

  J0633+0632    , 06:33:44.21        , +06:32:34.9        , 1.355 , 5.92e+04, 1.2e+35
  J0633+1746    , 06:33:54.1530      , +17:46:12.909      , 0.190 , 3.42e+05, 3.2e+34
  J0633-2015    , 06:33:08.86        , -20:15:07.1        , 3.676 , 1.35e+07, 4.4e+30
  J0635+0533    , 06:35:18           , +05:33:11          , *     , *       , *
  J0636-23      , 06:36              , -23                , 2.815 , *       , *

  J0636-3044    , 06:37:09           , -30:50:42          , 0.679 , *       , *
  J0636-4549    , 06:36:33.744       , -45:49:32.62       , 0.383 , 9.91e+06, 1.6e+31
  J0636+5128    , 06:36:04.847464    , +51:28:59.96547    , 0.714 , 1.32e+10, 5.8e+33
  J0641+07      , 06:41:10           , +07:44             , 1.257 , *       , *
  J0645+5158    , 06:45:59.082310    , +51:58:14.91313    , 1.220 , 2.85e+10, 2.8e+32

  J0645+80      , 06:46              , +80:09             , 5.145 , *       , *
  J0646+0905    , 06:46:31.025       , +09:05:49.6        , 2.504 , 1.95e+07, 3.9e+31
  J0646-54      , 06:46:22.4         , -54:52:57          , 0.367 , *       , *
  J0647+0913    , 06:47:15.68        , +09:13:59.5        , 2.666 , 3.05e+06, 1.3e+32
  J0648-27      , 06:48              , -27                , 9.987 , *       , *

  J0652-0142    , 06:52:11.106       , -01:42:30.3        , 2.318 , 9.6e+07 , 7.6e+30
  J0653+4706    , 06:53:05.813       , +47:06:26.92       , 0.913 , *       , *
  B0643+80      , 06:53:15.09        , +80:52:00.22       , 2.348 , 5.07e+06, 8.4e+31
  J0656-2228    , 06:56:30.207       , -22:28:25.55       , 1.623 , 7.27e+08, 5.7e+29
  J0656-5449    , 06:56:48.990       , -54:49:14.92       , 0.372 , 9.09e+07, 2.1e+32

  J0658+0022    , 06:58:15.209       , +00:22:35.3        , 2.301 , 9.75e+05, 2.0e+33
  B0656+14      , 06:59:48.196       , +14:14:19.4        , 0.288 , 1.11e+05, 3.8e+34
  J0659-36      , 06:59              , -36                , 3.916 , *       , *
  B0655+64      , 07:00:37.802       , +64:18:11.20       , 0.413 , 4.52e+09, 3.6e+30
  J0702-4956    , 07:02:39.3         , -49:56:34.2        , 0.538 , *       , *

  J0709+0458    , 07:09:08.36539     , +04:58:51.4941     , 1.203 , 1.43e+09, 3.7e+32
  J0709-5923    , 07:09:32.533       , -59:23:55.60       , 0.371 , 6.1e+07 , 4.4e+31
  J0711+0931    , 07:11:36.18        , +09:31:25          , 1.168 , 4.81e+07, 8.8e+30
  J0711-6830    , 07:11:54.180042    , -68:30:47.36454    , 0.106 , 5.84e+09, 3.6e+33
  J0719-2545    , 07:19:07.380       , -25:45:00.23       , 9.810 , 2.12e+06, 3.1e+32

  J0720-3125    , 07:20:24.9620      , -31:25:50.083      , 0.400 , 1.9e+06 , 4.7e+30
  J0721-2038    , 07:21:42.9047      , -20:38:07.061      , 2.680 , 5.6e+09 , 4.6e+32
  J0725-1635    , 07:25:00.404       , -16:35:45.82       , 2.778 , 7.26e+07, 4.8e+31
  J0726-2612    , 07:26:08.12        , -26:12:38.1        , 2.900 , 1.86e+05, 2.8e+32
  J0729-1448    , 07:29:16.45        , -14:48:36.8        , 2.681 , 3.52e+04, 2.8e+35

  B0727-18      , 07:29:32.3369      , -18:36:42.244      , 2.000 , 4.26e+05, 5.6e+33
  J0732+2314    , 07:32:37.5156      , +23:14:54.21       , 1.151 , 1.08e+10, 3.5e+33
  J0733-2345    , 07:33:24.60        , -23:45:56.2        , 4.122 , 4.99e+06, 3.9e+31
  J0734-1559    , 07:34:45.695       , -15:59:18.24       , *     , 2.03e+05, 1.3e+35
  J0736-6304    , 07:36:20.01        , -63:04:16          , 0.104 , 5.07e+05, 5.2e+31

  J0737-2202    , 07:37:44.071       , -22:02:05.32       , 3.059 , 9.28e+05, 6.6e+33
  J0737-3039A   , 07:37:51.248419    , -30:39:40.71431    , 1.100 , 2.04e+08, 5.9e+33
  J0737-3039B   , 07:37:51.248419    , -30:39:40.71431    , 1.100 , 4.92e+07, 1.7e+30
  B0736-40      , 07:38:32.262       , -40:42:39.42       , 1.600 , 4.32e+06, 1.0e+33
  J0738+6904    , 07:38:22.60        , +69:04:20.0        , 1.124 , 4.01e+06, 3.3e+30

  J0740+6620    , 07:40:45.792765    , +66:20:33.51965    , 1.150 , 3.75e+09, 2.0e+34
  B0740-28      , 07:42:49.058       , -28:22:43.76       , 2.000 , 1.57e+05, 1.4e+35
  J0742+4110    , 07:42:12.22        , +41:10:15.0        , 0.524 , *       , *
  J0742+4334    , 07:42:42.13        , +43:34:02.2        , 1.610 , 2.59e+07, 6.6e+31
  J0744-2525    , 06:46:22.4         , -54:52:57          , *     , 1.52e+06, 4.8e+34

  B0743-53      , 07:45:04.48        , -53:53:09.56       , 0.565 , 1.56e+06, 8.7e+33
  J0746-4529    , 07:46:59.518       , -45:29:26.65       , 0.810 , 2.65e+06, 3.0e+31
  J0747+6646    , 07:47:39.687       , +66:46:56.77       , 1.865 , 9.52e+06, 4.0e+32
  J0749-4247    , 07:49:49.675       , -42:47:42.14       , 0.560 , 1.78e+07, 2.9e+31
  J0750+57      , 07:50              , +57:00             , 1.604 , *       , *

  J0750-6846    , 07:50:35.85        , -68:46:33.81       , 0.338 , 1.32e+08, 5.6e+30
  J0751+1807    , 07:51:09.155331    , +18:07:38.4864     , 1.110 , 7.08e+09, 7.3e+33
  J0753-0816    , 07:53:33           , -08:19:35          , 1.718 , *       , *
  B0751+32      , 07:54:40.688       , +32:31:56.2        , 1.464 , 2.12e+07, 1.4e+31
  B0756-15      , 07:58:29.0708      , -15:28:08.738      , 2.710 , 6.68e+06, 2.0e+32

  J0758-30      , 07:58              , -30                , 0.444 , *       , *
  J0802-5613    , 08:02:24.0         , -56:13:02          , *     , 1.57e+06, 5.3e+33
  J0803-0942    , 08:03:26.848       , -09:42:50.81       , 0.818 , 7.8e+06 , 2.5e+32
  J0803+34      , 08:03:05           , +34:19             , 1.305 , *       , *
  J0804-3647    , 08:04:22.20        , -36:47:35.5        , 2.916 , 8.25e+06, 1.6e+31

  J0806+08      , 08:06:05           , +08:17             , 1.848 , *       , *
  J0806-4123    , 08:06:23.40        , -41:22:30.9        , *     , 3.24e+06, 1.5e+30
  J0807-5421    , 08:07:47.185       , -54:21:26.46       , 0.887 , 2.21e+07, 1.0e+32
  J0808-3937    , 08:08:11.63        , -39:37:52.9        , 2.884 , 3.42e+07, 2.4e+31
  B0808-47      , 08:09:43.835       , -47:53:54.70       , 6.488 , 2.82e+06, 7.4e+32

  J0811+37      , 08:11:12           , +37:28             , 0.355 , *       , *
  J0812-3905    , 08:12:14.802       , -39:05:48.92       , 5.860 , 1.7e+08 , 1.6e+31
  J0813+22      , 08:13:54           , +22:01             , 2.449 , *       , *
  B0809+74      , 08:14:59.50        , +74:29:05.70       , 0.432 , 1.22e+08, 3.1e+30
  J0815+0939    , 08:15:08.776       , +09:39:50.7        , 2.491 , 7.35e+07, 2.0e+31

  J0815+4611    , 08:15:59.4623      , +46:11:53.24       , 0.358 , 1.76e+09, 1.9e+30
  J0818-3049    , 08:18:49.3         , -30:49:31          , 0.422 , 2.09e+07, 5.1e+31
  J0818-3232    , 08:18:25.935       , -32:32:30.53       , 0.484 , 4.55e+07, 2.9e+30
  B0818-13      , 08:20:26.3817      , -13:50:55.859      , 1.900 , 9.32e+06, 4.4e+31
  J0820-3826    , 08:20:59.929       , -38:26:42.9        , 4.084 , 8.1e+05 , 5.0e+34

  J0820-3921    , 08:20:49.11        , -39:21:55.7        , 3.576 , 1.4e+06 , 3.9e+32
  B0818-41      , 08:20:15.46        , -41:14:35.2        , 0.571 , 4.37e+08, 4.8e+30
  J0821-4221    , 08:21:44.636       , -42:21:25.46       , 5.802 , 1.81e+06, 2.2e+33
  J0821-4300    , 08:21:57.3653      , -43:00:17.074      , 2.200 , 1.93e+08, 2.6e+32
  B0820+02      , 08:23:09.7651      , +01:59:12.469      , 2.500 , 1.31e+08, 6.4e+30

  J0824+0028    , 08:24:24.84022     , +00:28:00.567      , 1.689 , 1.06e+09, 6.0e+33
  B0823+26      , 08:26:51.5068      , +26:37:21.297      , 0.498 , 4.92e+06, 4.5e+32
  J0827+53      , 08:27:48           , +53:00             , 1.571 , *       , *
  B0826-34      , 08:28:16.6         , -34:17:07          , 0.354 , 2.94e+07, 6.2e+30
  J0831-4406    , 08:31:32.43        , -44:06:11.9        , 5.883 , 3.86e+06, 1.7e+33

  J0834-4159    , 08:34:17.807       , -41:59:35.99       , 5.508 , 4.48e+05, 9.5e+34
  J0834-60      , 08:34:50           , -60:35             , 0.095 , *       , *
  J0835-3707    , 08:35:03.08        , -37:07:51.5        , 0.555 , 8.77e+05, 2.4e+33
  B0833-45      , 08:35:20.61149     , -45:10:34.8751     , 0.280 , 1.13e+04, 6.9e+36
  J0836-4233    , 08:36:05.85        , -42:33:24.9        , 3.609 , 8.86e+06, 1.3e+32

  B0834+06      , 08:37:05.642       , +06:10:14.56       , 0.190 , 2.97e+06, 1.3e+32
  J0837-24      , 08:37:44           , -24:47:48          , 25.000, *       , *
  B0835-41      , 08:37:21.1943      , -41:35:14.563      , 1.500 , 3.37e+06, 3.3e+32
  J0838-2621    , 08:38:18.801       , -26:21:29.55       , 4.102 , 1.25e+08, 5.2e+31
  J0838-3947    , 08:38:30.8         , -39:47:22          , 5.095 , 3.32e+07, 6.5e+30

  J0839-66      , 08:39:37           , -66:34:52          , 0.448 , *       , *
  B0839-53      , 08:40:33.726       , -53:32:35.95       , 0.566 , 6.97e+06, 1.7e+32
  B0840-48      , 08:42:05.4443      , -48:51:20.6        , 3.103 , 1.07e+06, 1.4e+33
  J0843+0719    , 08:43:33.82        , +07:18:47.8        , 2.068 , *       , *
  J0843-5022    , 08:43:09.884       , -50:22:43.10       , 1.573 , 1.92e+07, 7.5e+32

  J0843+67      , 08:43:22.8         , +67:13:08          , 1.579 , *       , *
  B0844-35      , 08:46:06.040       , -35:33:41.2        , 0.535 , 1.1e+07 , 4.6e+31
  J0847-4316    , 08:47:57.33        , -43:16:56.8        , 6.547 , 7.9e+05 , 2.2e+31
  J0848+16      , 08:48:53           , +16:43             , 2.283 , *       , *
  J0849-6322    , 08:49:42.59        , -63:22:35.0        , 0.383 , 7.37e+06, 6.3e+32

  B0841+80      , 08:49:01.5         , +80:28:59.1        , 3.304 , 5.69e+07, 4.3e+30
  J0854+5449    , 08:54:25.7255      , +54:49:28.782      , 1.436 , 6.26e+07, 6.6e+30
  B0853-33      , 08:55:38.413       , -33:31:39.30       , 0.503 , 3.18e+06, 1.2e+32
  J0855-4644    , 08:55:36.18        , -46:44:13.4        , 5.638 , 1.41e+05, 1.1e+36
  J0855-4658    , 08:55:19.57        , -46:58:22.6        , 13.740, 6.69e+05, 2.8e+33

  B0855-61      , 08:56:59.27        , -61:37:52.71       , 0.370 , 9.08e+06, 7.4e+31
  J0857+3349    , 08:57:07.07        , +33:49:17.0        , 1.567 , 1.6e+07 , 6.6e+32
  J0857-4424    , 08:57:55.832       , -44:24:10.65       , 2.833 , 2.47e+05, 2.4e+34
  J0900-3144    , 09:00:43.953088    , -31:44:30.89520    , 0.890 , 3.6e+09 , 1.4e+33
  J0901-4624    , 09:01:40.12        , -46:24:48.5        , 3.032 , 8e+04   , 4.0e+34

  B0901-63      , 09:02:32.4         , -63:25:12.0        , 0.192 , 9.78e+07, 1.5e+31
  B0903-42      , 09:04:59.083       , -42:46:13.4        , 0.675 , 8.15e+06, 8.2e+31
  B0904-74      , 09:04:10.47        , -74:59:41.7        , 1.048 , 1.89e+07, 1.1e+32
  J0905-4536    , 09:05:23.90        , -45:36:53.0        , 2.912 , 1.05e+08, 6.1e+30
  J0905-5127    , 09:05:51.96        , -51:27:54.05       , 1.330 , 2.21e+05, 2.4e+34

  J0905-6019    , 09:05:15.245       , -60:19:22.06       , 0.359 , 1.03e+07, 5.2e+32
  B0905-51      , 09:07:15.901       , -51:57:59.36       , 0.341 , 2.19e+06, 4.4e+33
  B0906-17      , 09:08:38.1822      , -17:39:37.67       , 0.805 , 9.5e+06 , 4.1e+32
  B0906-49      , 09:08:35.46        , -49:13:05.00       , 1.000 , 1.12e+05, 4.9e+35
  B0909-71      , 09:09:35.81        , -72:12:08.94       , 0.752 , 6.6e+07 , 5.1e+30

  B0904+77      , 09:10              , +77:28             , *     , *       , *
  J0912-3851    , 09:12:42.70        , -38:51:03          , 0.346 , 6.74e+06, 4.0e+31
  J0919-42      , 09:19              , -42:00             , 0.329 , *       , *
  J0919-6040    , 09:19:27.87        , -60:40:50.4        , 0.355 , 1.93e+09, 2.2e+29
  J0921-5202    , 09:21              , -52:02             , 0.355 , *       , *

  B0917+63      , 09:21:14.135       , +62:54:13.91       , 1.003 , 6.89e+06, 3.7e+31
  B0919+06      , 09:22:14.022       , +06:38:23.30       , 1.100 , 4.97e+05, 6.8e+33
  J0922-4949    , 09:22:14.961       , -49:49:12.08       , 2.698 , 1.54e+05, 4.5e+33
  J0923-31      , 09:23:58           , -31:57             , 0.382 , *       , *
  B0922-52      , 09:24:08.722       , -53:02:42.6        , 0.513 , 3.35e+05, 3.4e+33

  B0923-58      , 09:24:30.82        , -58:14:05.10       , 0.107 , 2.38e+06, 4.8e+32
  J0927+2345    , 09:27:45.26        , +23:45:10.7        , 1.091 , 3.95e+07, 2.7e+31
  J0928+06      , 09:28:44           , +06:14             , 25.000, *       , *
  J0928+30      , 09:29:00           , +30:38             , 2.037 , *       , *
  J0930-2301    , 09:30:02.82        , -23:01:45          , 25.000, 8.52e+06, 2.2e+31

  J0931-1902    , 09:31:19.117146    , -19:02:55.0278     , 3.722 , 2.03e+10, 1.4e+33
  J0932-3217    , 09:32:39.15        , -32:17:14.2        , 0.414 , 1.22e+08, 1.4e+30
  J0932-5327    , 09:32:22.86        , -53:27:11.0        , 0.359 , 8.31e+06, 3.9e+30
  J0934-4154    , 09:34:58.20        , -41:54:19.5        , 0.530 , 3.36e+07, 5.7e+31
  B0932-52      , 09:34:28.237       , -52:49:27.30       , 0.349 , 4.92e+06, 6.1e+31

  J0935+33      , 09:35:06           , +33:11             , 1.728 , *       , *
  J0940-5428    , 09:40:58.22        , -54:28:40.6        , 0.377 , 4.22e+04, 1.9e+36
  J0941-39      , 09:41:38           , -39:41             , 0.356 , *       , *
  J0941-5244    , 09:41:41.147       , -52:44:04.48       , 0.398 , 9.17e+06, 1.6e+32
  B0940-55      , 09:42:14.88        , -55:52:55.1        , 0.300 , 4.64e+05, 3.1e+33

  B0941-56      , 09:42:54.424       , -56:57:43.21       , 0.406 , 3.23e+05, 3.0e+33
  B0940+16      , 09:43:30.10        , +16:31:37          , 1.487 , 1.89e+08, 2.8e+30
  J0943+2253    , 09:43:32.3975      , +22:53:05.66       , 3.555 , 9.4e+07 , 2.3e+31
  B0942-13      , 09:44:28.9559      , -13:54:41.63       , 0.686 , 2e+08   , 9.6e+30
  J0944+4106    , 09:44:18.138       , +41:06:04.55       , 2.673 , 7.99e+06, 1.6e+31

  J0945-4833    , 09:45:38.254       , -48:33:14.50       , 0.352 , 1.09e+06, 5.2e+33
  B0943+10      , 09:46:07.6         , +09:51:55          , 0.892 , 4.98e+06, 1.0e+32
  J0947+2740    , 09:47:21.287       , +27:40:43.5        , 25.000, 3.13e+07, 2.8e+31
  J0949-6902    , 09:49:20.567       , -69:02:41.60       , 1.677 , 1.59e+07, 9.6e+31
  J0951-71      , 09:51:24           , -71:19:01          , 1.516 , *       , *

  J0952-0607    , 09:52:08.32141     , -06:07:23.490      , 5.600 , 4.69e+09, 6.7e+34
  B0950-38      , 09:52:17.2         , -38:39:10.2        , 0.523 , 3.75e+07, 8.8e+30
  B0950+08      , 09:53:09.3097      , +07:55:35.75       , 0.261 , 1.75e+07, 5.6e+32
  J0954-5430    , 09:54:06.046       , -54:30:52.82       , 0.433 , 1.71e+05, 1.6e+34
  B0953-52      , 09:55:29.461       , -53:04:16.64       , 0.401 , 3.87e+06, 2.2e+32

  J0955-6150    , 09:55:12           , -61:50:00          , 2.172 , 2.22e+09, 7.0e+34
  J0957-06      , 09:57              , -06:17             , 2.461 , *       , *
  J0957-5432    , 09:57:56.01        , -54:32:03.9        , 0.449 , 1.66e+06, 9.1e+33
  B0957-47      , 09:59:26.212       , -48:09:47.47       , 0.361 , 1.25e+08, 1.1e+31
  J1000+08      , 10:00:38           , +08:19:58          , 1.741 , *       , *

  J1000-5149    , 10:00:28.141       , -51:49:58.12       , 0.127 , 4.22e+06, 2.3e+33
  B0959-54      , 10:01:37.85        , -55:07:07.8        , 0.300 , 4.41e+05, 6.9e+32
  J1001-5559    , 10:01:08.60        , -55:59:00.2        , 0.432 , 3.06e+07, 7.4e+30
  J1001-5939    , 10:01:32.23        , -59:39:17.8        , 1.240 , 2.05e+06, 5.1e+30
  J1002-5559    , 10:02:57.9         , -55:59:37          , 3.270 , 7.84e+06, 1.3e+32

  J1002-5919    , 10:02:20.50        , -59:19:37.2        , 3.171 , 1.09e+08, 1.1e+31
  B1001-47      , 10:03:21.529       , -47:47:01.190      , 0.369 , 2.35e+06, 2.8e+33
  J1005+30      , 10:05:30           , +30:15             , 1.990 , *       , *
  J1006-6311    , 10:06:36.60        , -63:11:41.2        , 2.381 , 2.31e+07, 3.9e+31
  J1010+15      , 10:10:00           , +15:51             , 25.000, *       , *

  B1010-23      , 10:12:33.72        , -23:38:22.4        , 0.983 , 4.53e+07, 2.2e+30
  J1012-4235    , 10:12:12.941       , -42:35:53.44       , 0.372 , *       , *
  J1012+5307    , 10:12:33.438448    , +53:07:02.26348    , 0.700 , 4.86e+09, 4.7e+33
  J1012-5830    , 10:12:54.9         , -58:30:25.6        , 2.799 , 8.98e+05, 1.5e+32
  B1011-58      , 10:12:48.470       , -58:57:48.50       , 3.185 , 7.3e+05 , 1.3e+33

  J1013-5934    , 10:13:31.848       , -59:34:26.63       , 3.144 , 1.26e+07, 2.5e+32
  J1014-48      , 10:14:18           , -48:49:42          , 0.379 , *       , *
  J1015-5719    , 10:15:37.96        , -57:19:12.8        , 2.732 , 3.86e+04, 8.3e+35
  B1014-53      , 10:16:31.135       , -53:45:14.26       , 0.117 , 6.33e+06, 1.7e+32
  J1016-5819    , 10:16:12.071       , -58:19:01.07       , 2.587 , 1.99e+06, 4.1e+34

  J1016-5857    , 10:16:21.16        , -58:57:12.1        , 3.163 , 2.1e+04 , 2.6e+36
  J1017+3011    , 10:17:36.29        , +30:11:46.1        , 25.000, 1.26e+07, 2.4e+32
  B1015-56      , 10:17:12.831       , -56:21:30.52       , 3.513 , 2.54e+06, 9.7e+32
  J1017-7156    , 10:17:51.320769    , -71:56:41.61508    , 1.807 , 1.67e+10, 6.8e+33
  J1018-1523    , 10:18              , -15                , 1.087 , *       , *

  B1016-16      , 10:18:40.36        , -16:42:10.1        , 25.000, 1.64e+07, 1.2e+31
  J1019-5749    , 10:19:52.14        , -57:49:05.9        , 10.913, 1.28e+05, 1.8e+35
  J1020-5921    , 10:20:14.03        , -59:21:34          , 0.938 , 4.85e+05, 8.4e+32
  J1020-6026    , 10:20:11.41        , -60:26:06.3        , 3.277 , 3.3e+05 , 9.6e+34
  J1021-5601    , 10:21:24.82        , -56:01:50.9        , 2.429 , 1.99e+08, 7.0e+30

  J1022+1001    , 10:22:57.9944      , +10:01:52.68       , 0.645 , 6.01e+09, 3.8e+32
  J1022-5813    , 10:22:28.1         , -58:13:30          , 4.245 , 1.79e+05, 1.3e+33
  J1023+0038    , 10:23:47.68720     , +00:38:40.8455     , 1.190 , 3.86e+09, 5.7e+34
  J1023-5746    , 10:23:02.9         , -57:46:05          , 2.080 , 4.6e+03 , 1.1e+37
  J1024-0719    , 10:24:38.671370    , -07:19:19.51217    , 1.220 , 4.41e+09, 5.3e+33

  J1028-5819    , 10:28:28.0         , -58:19:05.2        , 1.423 , 9e+04   , 8.3e+35
  J1031-6117    , 10:31:02.24        , -61:17:50.6        , 3.383 , 2.72e+06, 2.4e+33
  J1032-5206    , 10:32:27.69        , -52:06:08.5        , 2.096 , 2.13e+06, 5.1e+31
  B1030-58      , 10:32:04.876       , -59:11:54.8        , 3.005 , 4.09e+06, 7.1e+32
  J1034-3224    , 10:34:19.51        , -32:24:26.0        , 1.636 , 7.91e+07, 6.0e+30

  J1035-6345    , 10:35:03.08        , -63:45:18.41       , 2.167 , 2.62e+07, 7.1e+31
  J1035-6720    , 10:35:27.478       , -67:20:12.692      , 1.461 , 9.79e+08, 7.7e+34
  J1036-4926    , 10:36:13.121       , -49:26:21.2        , 2.313 , 4.9e+06 , 4.9e+32
  J1036-6559    , 10:36:20.04        , -65:59:09.27       , 2.052 , 6.21e+06, 3.5e+32
  J1036-8317    , 10:36:40.561       , -83:17:56.02       , 0.934 , *       , *

  J1038+0032    , 10:38:26.933       , +00:32:43.6        , 5.094 , 6.82e+09, 1.1e+32
  B1036-58      , 10:38:19.70        , -58:31:27.18       , 0.917 , 8.38e+06, 1.7e+32
  B1039-19      , 10:41:36.196       , -19:42:13.61       , 2.533 , 2.32e+07, 1.4e+31
  B1039-55      , 10:42:00.4853      , -55:21:05.793      , 2.789 , 2.76e+06, 1.7e+32
  J1043-6116    , 10:43:55.261       , -61:16:50.76       , 3.055 , 4.39e+05, 1.7e+34

  J1044-5737    , 10:44:32.8         , -57:37:19.3        , 1.895 , 4.03e+04, 8.0e+35
  J1045-0436    , 10:45              , -04                , 0.335 , *       , *
  J1045-4509    , 10:45:50.184806    , -45:09:54.10425    , 0.340 , 6.7e+09 , 1.7e+33
